"artist","album","year","song","lyrics" 
"Beyonce","Dangerously In Love",2003,"Closer I Get To You","The closer I get to you The more you make me see By giving me all you've got (Tell me more) Your love has captured me Over and over again I tried to tell myself that we Could never be more than friends But all the while, inside, I knew it was real (Ooh) The way you make me feel Lyin' here next to you Time just seems to fly Needing you more and more, more and more (More and more) Let's give love a try (Let's give love a try) Sweeter and sweeter love grows And heaven's there for those Who fool the tricks of time With hearts of love will find True love in a special way Oh, ooh, oh, ooh, the closer I get (The closer I get) Closer I get to you, baby The more you make me see (The more you make me see) More you make me see By givin' me what you got, oh yeah Your love captures me (Your love captures... woo!) Oh, over and over again I try to tell myself that we Could never be more than friends When all the while inside I knew this was real (Got to be real) Got to be real They you make me feel You know, you know, you know My baby, my baby, my baby My love Yeah (Yeah), yeah (Yeah) Come a little closer so that we can see Into the eyes of love I want to see into those eyes of love Just a little closer let me speak to you I want to softly tell you something Here I am, here's my love, I just want you to Come a little closer let me whisper in your ear 'Cause I wanna tell you something I wanna whisper in your ear so softly... so come closer, love (Come closer, love) Move on in real close so we can celebrate The way we feel a bout each other's loving I wanna tell you words, words of love"
"Beyonce","Dangerously In Love",2003,"Dangerously In Love 2","I love you I love you I love you Baby, I love you You are my life My happiest moments were incomplete if you weren't by my side You're my relation, in connection to the sun With you next to me, there's no darkness I can't overcome You are my raindrops, I am the seed With you, and God who's my sunlight, I bloom and grow so beautifully Baby, I'm so proud, proud to be your girl You make the confusion go all away from this cold and messed up world I am in love with you, you set me free I can't do this thing called life without you here with me 'Cause I'm dangerously in love with you I'll never leave just, just keep loving me The way I love you, loving me 'Cause I am in love with you, you set me free I can't do this thing called life without you here with me 'Cause I'm dangerously in love with you I'll never leave just, just keep loving me The way I love you, loving me And I know you love me Love me for who I am 'Cause years before I became who I am Baby, you were my man I know it ain't easy, easy loving me I appreciate the love and dedication from you to me Later on in my destiny, I see myself having your child I see myself being your wife, and I see my whole future in your eyes The thought of all my love for you, sometimes makes me wanna cry I realize all my blessings, I'm grateful to have you by my side I am in love with you, you set me free I can't do this thing called life without you here with me 'Cause I'm dangerously in love with you I'll never leave just, just keep loving me The way I love you, loving me 'Cause I am in love with you, you set me free I can't do this thing called life without you here with me 'Cause I'm dangerously in love with you I'll never leave just, just keep loving me The way I love you, loving me Every time I see your face My heart smiles Every time, it feels so good It hurts sometimes Created in this world to love, to hold, to feel, to breathe, to live you Dangerously in love I am in love with you, you set me free I can't do this thing called life without you here with me 'Cause I'm dangerously in love with you I'll never leave just, just keep loving me The way I love you, loving me 'Cause I am in love with you, you set me free I can't do this thing called life without you here with me 'Cause I'm dangerously in love with you I'll never leave just, just keep loving me The way I love you, loving me"
"Beyonce","Dangerously In Love",2003,"Beyonce Interlude","I believe that harmonies are colors Every time I paint it sharpens my harmony Yesterday I tried to paint you  But the colors weren't beautiful enough Your love goes beyond what I can say Love, Beyoncé"
"Beyonce","Dangerously In Love",2003,"Gift From Virgo","A gift from Virgo I wish I could look in your eyes And tell you how I feel right now inside Baby, I know that it's real So real, so real, so real How I wish I could be with you How I wish, how I wish, how I wish I could be with you right now Every morning, every afternoon, every night I wanna be with you It don't matter if we go to the park or watch a play Stay in the hotel room all day I just wanna be with you I love everything about you from your old school tennis shoes To the way you move when you're dancing with me Do you remember our first kiss? It wasn't long enough Remember the first time we spent those weeks together? They were not long enough All of our conversations All of your sweet pages They're never long enough When it's time for me to leave It's so hard to say goodbye I never want to say goodbye I never, ever want to say goodbye One day we'll make love Finally I'll be yours Only you, only you, I could love you But it's too late, I already love you I love you, I love you I love you, I love you"
"Beyonce","Dangerously In Love",2003,"'03 Bonnie &amp; Clyde","Uh, uh, uh You ready, B? Let's go get 'em Look for me! Young, B, cruisin' down the Westside Highway Doin' what we like to do, our way Eyes behind shades This necklace the reason all of my dates been blind dates But today I got my thoroughest girl with me I'm mashin' the gas, she's grabbin' the wheel, it's trippy How hard she rides with me, the new Bobby and Whitney Only time we don't speak is during Sex and the City She gets Carrie fever, but soon as the show's over She's right back to being my soldier 'Cause mami's a rider and I'm a roller Put us together, how they're gon' stop both us? Whatever she lacks I'm right over her shoulder When I'm off track, mami is keepin' me focused So let's lock this down like it's supposed to be The '03 Bonnie and Clyde: Hov' and B holla All I need in this life of sin is me and my girlfriend (me and my girlfriend) Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend) All I need in this life of sin is me and my girlfriend (me and my girlfriend) Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend) The problem is, you dudes treat the one that you lovin' With the same respect that you treat the one that you humpin' That ain't 'bout nothin' If ever you mad about somethin' It won't be that, oh no, it won't be that I don't be at places where we comfy at With no bitch, oh no, you won't see that And no, I ain't perfect Nobody walkin' this earth's surface is But girlfriend, work with the kid I keep you workin' that Hermès Birkin bag Manolo Blahnik Timbs, Aviator lens 600 drops, hercedes Benz The only time you wear Burberry to swim And I don't have to worry, only worry is him She do anything necessary for him And I do anything necessary for her So don't let the necessary occur, yep! All I need in this life of sin is me and my girlfriend (me and my girlfriend) Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend) All I need in this life of sin is me and my girlfriend (me and my girlfriend) Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend) I'll be there for you, if somebody hurts you Even if that somebody was me (That's right!) Yeah-hee (Break it down for 'em, B!) Sometimes I trip on how happy we could be And so I put this on my life Nobody or nothing will ever come between us And I promise I'll give my life My love and my trust if you was my boyfriend (One more time!) Put this on my life The air that I breathe in, all that I believe in I promise I'll give my life My love and my trust if you was my boyfriend All I need in this life of sin is me and my girlfriend (me and my girlfriend) Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend) All I need in this life of sin is me and my girlfriend (me and my girlfriend) Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)"
"Beyonce","Dangerously In Love",2003,"Work It Out","How you doing honey baby? You know I don't ask for much, but For a girl spending time alone can be pretty rough But I get a knock on my door You know it's yours for sure We can't wait for the bedroom So we just hit the floor Is y'all alright? I don't know but I know what's happening to me, girl Is y'all alright? Uh, break it down now Is y'all alright? I don't know but I know what's happening to me, girl Is y'all alright? Uh, break it down now See you gotta work it out See you gotta work it out A brother gotta work it out Chad, blow your horn now Come on Chad, blow your horn now So we shaking back and forth now Just keep it coming babe Treat my body like a guitar You got to – you got to keep on strumming But in the back of my mind I wonder is it gonna be the last time? Well if there ain't nobody loving and you gon' keep it coming Well baby with me that's fine Is y'all alright? I don't know but I know what's happening to me, girl Is y'all alright? Uh, break it down now Is y'all alright? I don't know but I know what's happening to me, girl Is y'all alright? Uh, break it down now See you gotta work it out See you gotta work it out A brother gotta work it out Chad, blow your horn now Come on Chad, blow your horn now I like this Look it here, ha Bridge! So baby hold me like you don't wanna let go I'm feeling foxy cause boy you working it out Daddy you've given me a taste of your honey I want the whole beehive I'm gonna call you my sugar Cause I had the sweetest time See you gotta work it out See you gotta work it out A brother gotta work it out I like it when the horn go I like it when the horn go I like it when the horn go I like it when the horn go Ha, Austin better work it out Ha, Foxxy better work it out Ha, AP3 better work it out Ha, AP3 better work it out"
"Beyonce","Dangerously In Love",2003,"Daddy","I remember when you used to take me on a bike ride everyday on the bayou And I remember when you could do no wrong You'd come home from work and I jumped in your arms when I saw you I was so happy to see you (I was so excited, so happy to see you) Because you loved me, I overcome, yeah And I'm so proud of what you've become You've given me such security No matter what mistakes I know you're there for me You cure my disappointments and you heal my pain You understood my fears and you protected me Treasure every irreplaceable memory and that's why I want my unborn son to be like my daddy I want my husband to be like my daddy There is no one else like my daddy And I thank you for loving me Daddy, daddy, daddy I still remember the expression on your face When you found out I'd been on a date and had a boyfriend I still remember I caught you crying cause of my tattoo Could have said Beyoncé, I told you so Instead you said you'd get one too Words can't express my boundless gratitude for you I appreciate what you do You've given me such security No matter what mistakes I know you're there for me You cure my disappointments and you heal my pain You understand my fears and you protected me Treasure every extraordinary memory and that's why I want my unborn son to be like my daddy I want my husband to be like my daddy There is no one else like my daddy And I thank you for loving me Even if my man broke my heart today No matter how much pain I'm in, I will be okay 'Cause I got a man in my life that can't be replaced For this love is unconditional it won't go away I know I'm lucky Know it ain't easy For men who take care of their responsibilities Love is overwhelming Lord, why did you pick me? Can't stop my tears from falling I love you so much daddy I get so emotional daddy, every time I think of you I get so emotional daddy, every time I think of you There is no one else like my daddy No one else replace my daddy"
"Beyonce","The Fighting Temptations",2003,"Fighting Temptations","Fighting temptation Yo Beyonce, Free, MC Lyte, y'all ready Let it put it down for the clubs Ladies! Hey! We got that beat that make you jump To my fellas! Whoo! I got them cars them ladies love Party people! Yeah! We gonna party all night And let yo soul, work! Ooh! And let yo soul keep on workin' out I'm the type of chick, who be fightin' temptation Make you wait, before we have a relation Playboy, holler at me later Don't you know I'm managed by Violator I look good, so hate me hater Me and my girls drinkin', where's the waiter Cheatin' guys, I already played ya Ladies night don't suffocate us If you touch us, we gonna altercation Warn Missy, you's impersonator I got so much ice, I even scare Jacob Party people, it's good sensation We gonna show you, how to fight temptation I'm just fighting temptation (Yeah) Gotta get more control (Control, yeah) Yet it's very tempting when you ask to take me home (Home) I know you want my love (Love) I don't think the time is right (No) Call when I'm ready, but it won't be tonight We in the club, Free gully no doubt See this real deal player, starin' dead in my mouth He got his crew, but I got mine too Send a note to my table like, what you gonna do Eye game got him spreadin' me out In my ear dry tears, how he left his spouse And oh, the nice cars, and impressive house He want to run up in, I ain't no regular route (Hoo!) Me and the girls, we ain't stressin' out We ain't birds, we ain't headin' south (No!) Them one nighters, that's sad and doubt That little talk on the creep, what you said is out I gets cheddar, to help me do what ever No beef with Dennis Edwards, but I fight temptation I'm not sayin' I don't like temptation I'm just lookin' for the right temptation, ya know I'm just fighting temptation (Yeah) Gotta get more control (Control, yeah) Yet it's very tempting when you ask to take me home (Home) I know you want my love (Love) I don't think the time is right (No) Call when I'm ready, but it won't be tonight Yeah, party liked I never partied before I hit the door, all the dudes hit the floor Sweet, they're messin' with the brown-sugar queen Fightin' temptation, like Layla Ali With the 1, 2, let me show you what the hon' do When I come through, with the butta dip crew Now, show me that you got my back Love me from, where you at I got eyes up, over my shoulder If you should decide, to get closer (Hoo!) Well then this dance, is straight over I'm gone, and Missy's Testarosa Be cool, that what Free say B. say, Keep it clean but give them lee way. All I know, it's a crazy sensation You fine, but I'm fightin' temptation I'm just fighting temptation (Yeah) Gotta get more control (Control, yeah) Yet it's very tempting when you ask to take me home (Home) I know you want my love (Love) I don't think the time is right (No) Call when I'm ready, but it won't be tonight Woo My love, yeah I'm just lookin for the right temptation Fight temptation Woo, yeah, yeah, yeah I'm just lookin for the right temptation Fight temptation Yeah, yeah, yeah, woo W-w-what you gonna do (Hoo-hoo) W-w-what you gonna do (Hoo-hoo) W-w-what you gonna do (Hoo-hoo)"
"Beyonce","The Fighting Temptations",2003,"Fever","Ooh-whoa, oh You give me fever Fever, oh Oh, you give me fever Fever in the morning Fever when it's late at night You give me fever (fever) Fever when you kiss me Fever when you hold me tight You give me fever (fever) Fever in the evening Fever all through the night You give me fever, yeah (fever) Fever when you're with me Fever when you love me right He's so sweet He's so good to me He's so intelligent He's so confident My baby's so damn sexy (uh-huh) My baby put the fever on me (uh-huh) My baby knows just what to do (uh-huh) You got me boilin' past 102 (uh-huh) You give me a fever Never know how much I love you Never know how much I care When you put your arms around me I get a fever that's so hard to bear You give me fever (fever) When you kiss me And fever when you hold me tight You give me fever (fever) In the morning And fever all through the night My baby's so damn sexy (uh-huh) My baby put the fever on me (uh-huh) My baby knows just what to do (uh-huh) You got me boilin' past 102 (uh-huh) You give me a fever Everybody's got a fever That is somethin' you all know Fever isn't such a new thing Fever started long ago Romeo loved Juliet And Juliet felt the same When he put his arms around her He said – Julie baby, you're my flame Thou give me fever When we kisseth A fever with the flaming youth, yeah Fever, I'm on fire Fever yeah, I burn forsooth Captain Smith and Pocahontas Had a very mad affair When her daddy tried to kill him She said – Daddy, oh don't you dare He gives me fever With his kisses A fever when he holds me tight Fever, I'm his Mrs And Daddy, won't you treat him right? Now that you've listened to my story Here's the point that I have made Chicks were born to give ya fever Be it Fahrenheit or centigrade They give ya fever When ya kiss 'em And ever if you live and learn Fever till you sizzle What a lovely way to burn What a lovely way to burn What a lovely way to burn Fever till ya sizzle What a lovely way to burn What a lovely way to burn What a lovely way to burn What a lovely way to burn What a lovely way to burn Fever"
"Beyonce","The Fighting Temptations",2003,"Everything I Do","Every step I make And every breath I take I took 'cause I can't wait To be closer to you Baby you're so sweet You give me cavities I get a stomach ache If I can't be with you At night I fall asleep And I don't wanna wake up 'Cause you are in my dreams A heavenly creation In the body that I only wanna share with you Hey Everything I do is just for you Counting every second 'til we rendezvous And I can't wait To give my love to you 'Cause everything I do is just for you Baby we will never finish To be continued Separation can't change The love I feel for you I'm gonna definitely be affectionate Snuggle up tonight let's get real intimate Only you can satisfy my appetite 'Cause when it comes to love You get me get so excited I wanna taste your lips My body melts in bliss every time Everything I do is just for you Counting every second 'til we rendezvous And I can't wait To give my love to you 'Cause everything I do is just for you Everything I do is just for you Counting every second 'til we rendezvous And I can't wait To give my love to you 'Cause everything I do is just for you You are my Universe Everything I want and Everything I need and Everything worth waiting for For For better or for worse Constant craving Your love enslaves me Oh Everything I do is just for you Counting every second 'til we rendezvous And I can't wait To give my love to you 'Cause everything I do is just for you Give it to me baby I wanna give it to you Give it to me baby I can't wait Everything I do is just for you Everything I do is just for you Everything I do is just for you Everything I do is just for you Everything I do is just for you Everything I do is just for you I can't wait to give you my love Everything I do is just for you"
